120	2500	17.502751
128	2500	18.792034
1	3000	139.657501
2	3000	141.137573
4	3000	47.176255
8	3000	20.153225
16	3000	10.253810
24	3000	7.246696
32	3000	6.329455
40	3000	6.788446
48	3000	7.832264
56	3000	9.322854
64	3000	10.952519
72	3000	12.496377
80	3000	14.065235
88	3000	15.631065
96	3000	17.203044
104	3000	18.754064
112	3000	20.328806
120	3000	21.926792
128	3000	23.448031
1	3500	221.822487
2	3500	222.798805
4	3500	74.562796
8	3500	31.893948
16	3500	15.518645
24	3500	10.965538
32	3500	9.184942
40	3500	8.933969
48	3500	9.775740
56	3500	11.381109
64	3500	13.211317
72	3500	15.229830
80	3500	17.246732
88	3500	18.935848
96	3500	20.919730
104	3500	22.870558
112	3500	24.688915
120	3500	26.563838
128	3500	28.526178
1	4000	330.274015
2	4000	332.910402
4	4000	111.334970
8	4000	47.592364
16	4000	23.100463
24	4000	15.853751
32	4000	12.798203
40	4000	12.057455
48	4000	12.354438
56	4000	13.847391
64	4000	15.932705
72	4000	18.076976
80	4000	20.473057
88	4000	22.790778
96	4000	25.106175
104	4000	27.362180
112	4000	29.439012
120	4000	31.893555
128	4000	34.044979
1	4500	470.469782
2	4500	475.774076
4	4500	158.204437
8	4500	68.121180
16	4500	32.849569
24	4500	21.986482
32	4500	17.402746
40	4500	15.440978
48	4500	15.599454
56	4500	16.662705
64	4500	18.757117
72	4500	21.351266
80	4500	24.116223
88	4500	26.831636
96	4500	29.476940
104	4500	32.309627
112	4500	34.871144
120	4500	37.603755
128	4500	40.177631
1	5000	644.384207
2	5000	654.353924
4	5000	216.963911
16	5000	44.076684
24	5000	29.967011
32	5000	23.670131
40	5000	20.464283
48	5000	19.514270
56	5000	19.889207
64	5000	22.001278
72	5000	24.642072
80	5000	27.795409
88	5000	31.483587
96	5000	33.967246
112	5000	40.487700
128	5000	46.760398
16	5500	58.782154
24	5500	39.619360
32	5500	30.902248
40	5500	26.065784
48	5500	24.270589
56	5500	23.972759
64	5500	25.301138
72	5500	28.283171
80	5500	31.618762
96	5500	39.092793
104	5500	42.724996
112	5500	47.199962
128	5500	52.998056
16	6000	76.440736
24	6000	50.789713
32	6000	38.627834
40	6000	32.856235
48	6000	29.914120
56	6000	29.069081
64	6000	29.856569
72	6000	32.686291
80	6000	35.884722
88	6000	40.051118
96	6000	43.869713
104	6000	47.675407
112	6000	51.710140
128	6000	59.434176
16	6500	97.614235
24	6500	67.576445
32	6500	48.928065
40	6500	40.972479
48	6500	36.506748
56	6500	34.914498
64	6500	35.416826
72	6500	36.692865
80	6500	40.382230
88	6500	44.383742
96	6500	49.239347
104	6500	53.332932
112	6500	57.730804
128	6500	66.943928
16	7000	121.036270
24	7000	80.565275
32	7000	61.330931
40	7000	50.479119
48	7000	44.747829
56	7000	41.294132
64	7000	40.915794
72	7000	42.358843
80	7000	45.273287
88	7000	49.333109
96	7000	54.380168
104	7000	59.357068
112	7000	64.512898
128	7000	74.020981
16	7500	147.475328
24	7500	99.206044
32	7500	73.837343
40	7500	61.274240
48	7500	53.795041
56	7500	49.004278
64	7500	47.692033
72	7500	48.475581
80	7500	51.395699
88	7500	55.408067
96	7500	59.976116
104	7500	65.338627
112	7500	70.884355
128	7500	81.757320
16	8000	178.644891
24	8000	118.416436
32	8000	89.032182
40	8000	72.959898
48	8000	63.565940
56	8000	58.342141
64	8000	56.625174
72	8000	55.665744
80	8000	57.425927
88	8000	61.785193
96	8000	66.853840
104	8000	72.672074
112	8000	78.708039
128	8000	90.676667
16	8500	214.495044
24	8500	141.683243
32	8500	106.570900
40	8500	86.848265
48	8500	75.421526
56	8500	67.670550
64	8500	64.091838
72	8500	63.400731
80	8500	65.037759
88	8500	69.918499
96	8500	75.161278
104	8500	80.752891
112	8500	87.113868
128	8500	100.152164
16	9000	254.246471
24	9000	167.236235
32	9000	126.038153
40	9000	102.203256
48	9000	88.592036
56	9000	78.837249
64	9000	73.787088
72	9000	71.963384
80	9000	72.445814
88	9000	76.739953
96	9000	81.484104
104	9000	88.290805
112	9000	94.448376
128	9000	109.520130
16	9500	299.072770
24	9500	197.440393
32	9500	148.072314
40	9500	119.042300
48	9500	102.559457
56	9500	91.475653
64	9500	85.472276
72	9500	81.832803
80	9500	81.214822
88	9500	85.387260
96	9500	88.607743
104	9500	95.815618
112	9500	102.729057
128	9500	117.747159
16	10000	350.832989
24	10000	228.845717
32	10000	172.257443
40	10000	138.929655
48	10000	118.681342
56	10000	106.420635
64	10000	97.442892
72	10000	93.171516
80	10000	92.152579
88	10000	96.014439
96	10000	98.125915
104	10000	105.180802
112	10000	111.491913
128	10000	126.876623
